candidate,sentiment,time_period,date,tweeter_type,count,primary_key
Yang,positive,Post-Debate,2020-02-20,moderate,1,1019
Yang,positive,Post-Debate,2020-02-20,troll,1,1020
Yang,positive,Post-Debate,2020-02-21,heavy,1,1021
Yang,positive,Post-Debate,2020-02-21,light,10,1022
Yang,positive,Post-Debate,2020-02-21,troll,1,1023
Yang,positive,Post-Debate,2020-02-22,heavy,4,1024
Yang,positive,Post-Debate,2020-02-22,light,2,1025
Yang,positive,Pre-Debate,2020-02-10,light,7,1026
Yang,positive,Pre-Debate,2020-02-10,moderate,2,1027
Yang,positive,Pre-Debate,2020-02-11,light,6,1028
Yang,positive,Pre-Debate,2020-02-11,moderate,3,1029
Yang,positive,Pre-Debate,2020-02-12,heavy,2,1030
Yang,positive,Pre-Debate,2020-02-12,light,19,1031
Yang,positive,Pre-Debate,2020-02-12,moderate,6,1032
Yang,positive,Pre-Debate,2020-02-13,heavy,1,1033
Yang,positive,Pre-Debate,2020-02-13,light,8,1034
Yang,positive,Pre-Debate,2020-02-13,moderate,1,1035
Yang,positive,Pre-Debate,2020-02-14,light,17,1036
Yang,positive,Pre-Debate,2020-02-14,moderate,12,1037
Yang,positive,Pre-Debate,2020-02-14,troll,1,1038
Yang,positive,Pre-Debate,2020-02-15,heavy,1,1039
Yang,positive,Pre-Debate,2020-02-15,light,35,1040
Yang,positive,Pre-Debate,2020-02-15,moderate,3,1041
Yang,positive,Pre-Debate,2020-02-16,heavy,9,1042
Yang,positive,Pre-Debate,2020-02-16,light,12,1043
Yang,positive,Pre-Debate,2020-02-16,moderate,1,1044
Yang,positive,Pre-Debate,2020-02-17,light,8,1045
Yang,positive,Pre-Debate,2020-02-17,moderate,2,1046
Yang,positive,Pre-Debate,2020-02-18,heavy,1,1047
Yang,positive,Pre-Debate,2020-02-18,light,2,1048
Yang,positive,Pre-Debate,2020-02-18,moderate,1,1049
Yang,positive,Pre-Debate,2020-02-19,heavy,2,1050
Yang,positive,Pre-Debate,2020-02-19,light,7,1051
Yang,positive,Pre-Debate,2020-02-19,moderate,4,1052
Yang,positive,Pre-Debate,2020-02-19,troll,1,1053
